df_name,Classification Model,Number of Features (K),Score - Genetic,Score - MRMR,Score - New_dssa,Score - ReliefF,Score - SVM,Score - dssa,Score - f_classif,Rank - Genetic,Rank - MRMR,Rank - New_dssa,Rank - ReliefF,Rank - SVM,Rank - dssa,Rank - f_classif
ARFF_Breast,RandomForestClassifier,3,0.6040068201193521,0.4827365728900256,0.4190110826939471,0.793691389599318,0.5699062233589087,0.4428815004262575,0.7627877237851663,3.0,5.0,7.0,1.0,4.0,6.0,2.0
ARFF_Breast,RandomForestClassifier,4,0.5583972719522592,0.5061807331628303,0.3054134697357203,0.8341858482523445,0.5321824381926684,0.4957374254049446,0.7698209718670077,3.0,5.0,7.0,1.0,4.0,6.0,2.0
ARFF_Breast,RandomForestClassifier,5,0.5394288150042625,0.5323955669224212,0.2979539641943733,0.8802216538789429,0.5132139812446718,0.5155583972719522,0.7804774083546462,3.0,4.0,7.0,1.0,6.0,5.0,2.0
ARFF_Breast,RandomForestClassifier,10,0.4778346121057118,0.5317561807331629,0.4812446717817562,0.8744671781756181,0.4867860187553282,0.5812020460358056,0.8352514919011081,7.0,4.0,6.0,1.0,5.0,3.0,2.0
ARFF_Breast,RandomForestClassifier,15,0.5671355498721228,0.5443307757885764,0.5907928388746804,0.8648763853367435,0.6913895993179882,0.5341005967604433,0.8516624040920716,5.0,6.0,4.0,1.0,3.0,7.0,2.0
ARFF_Breast,RandomForestClassifier,20,0.7163256606990622,0.6125319693094631,0.5658567774936062,0.8778772378516624,0.7171781756180734,0.6383205456095482,0.864450127877238,4.0,6.0,7.0,1.0,3.0,5.0,2.0
ARFF_Breast,RandomForestClassifier,25,0.7491474850809888,0.5890878090366581,0.5765132139812447,0.8659420289855073,0.6592071611253197,0.6660272804774083,0.8486786018755328,3.0,6.0,7.0,1.0,5.0,4.0,2.0
ARFF_Breast,RandomForestClassifier,30,0.7627877237851663,0.5424126172208014,0.5014919011082695,0.8734015345268542,0.6551577152600172,0.6577152600170503,0.8723358908780904,3.0,6.0,7.0,1.0,5.0,4.0,2.0
ARFF_Breast,RandomForestClassifier,50,0.7487212276214834,0.5701193520886616,0.6470588235294119,0.8864023870417733,0.7348678601875533,0.6751918158567776,0.8738277919863597,3.0,7.0,6.0,1.0,4.0,5.0,2.0
ARFF_Breast,RandomForestClassifier,100,0.8054134697357203,0.5490196078431372,0.5520034100596761,0.8770247229326513,0.680306905370844,0.7325234441602727,0.8710571184995738,3.0,7.0,6.0,1.0,5.0,4.0,2.0
ARFF_Breast,KNeighborsClassifier,1,0.5696930946291561,0.6472719522591646,0.5577578857630009,0.7783461210571185,0.4857203751065643,0.45076726342711,0.7783461210571185,4.0,3.0,5.0,1.5,6.0,7.0,1.5
ARFF_Breast,KNeighborsClassifier,2,0.5070332480818415,0.6383205456095481,0.4963768115942029,0.7732310315430521,0.675618073316283,0.4993606138107417,0.7557544757033248,5.0,4.0,7.0,1.0,3.0,6.0,2.0
ARFF_Breast,KNeighborsClassifier,3,0.6110400682011935,0.6242540494458654,0.3535805626598465,0.7681159420289855,0.592924126172208,0.4396845694799658,0.7879369138959932,4.0,3.0,7.0,2.0,5.0,6.0,1.0
ARFF_Breast,KNeighborsClassifier,4,0.5703324808184143,0.5283461210571185,0.3465473145780051,0.8691389599317987,0.5027706734867861,0.5769394714407502,0.8177749360613811,4.0,5.0,7.0,1.0,6.0,3.0,2.0
ARFF_Breast,KNeighborsClassifier,5,0.527919863597613,0.5304774083546463,0.3260869565217391,0.886615515771526,0.5861040068201193,0.5952685421994885,0.7574595055413469,6.0,5.0,7.0,1.0,4.0,3.0,2.0
ARFF_Breast,KNeighborsClassifier,10,0.5330349531116796,0.5468883205456097,0.4115515771526001,0.874467178175618,0.3902387041773231,0.6357630008525149,0.879156010230179,5.0,4.0,6.0,2.0,7.0,3.0,1.0
ARFF_Breast,KNeighborsClassifier,15,0.6317135549872124,0.5368712702472292,0.511082693947144,0.8586956521739131,0.5061807331628303,0.5311167945439046,0.8697783461210571,3.0,4.0,6.0,2.0,7.0,5.0,1.0
ARFF_Breast,KNeighborsClassifier,20,0.6238277919863597,0.5087382779198636,0.5110826939471441,0.8729752770673486,0.4929667519181585,0.4887041773231031,0.8552855924978688,3.0,5.0,4.0,1.0,6.0,7.0,2.0
ARFF_Breast,KNeighborsClassifier,25,0.6082693947144076,0.5831202046035806,0.5330349531116794,0.8768115942028987,0.5328218243819267,0.585464620630861,0.855072463768116,3.0,5.0,6.0,1.0,7.0,4.0,2.0
ARFF_Breast,KNeighborsClassifier,30,0.6455669224211423,0.5554134697357204,0.4597186700767263,0.8657289002557546,0.5025575447570332,0.6040068201193521,0.8537936913895994,3.0,5.0,7.0,1.0,6.0,4.0,2.0
ARFF_Breast,KNeighborsClassifier,50,0.6568627450980392,0.4929667519181585,0.5398550724637682,0.8761722080136403,0.5279198635976129,0.6193520886615517,0.8618925831202046,3.0,7.0,5.0,1.0,6.0,4.0,2.0
ARFF_Breast,KNeighborsClassifier,100,0.7284739982949702,0.5731031543052004,0.4797527706734867,0.8915174765558398,0.6315004262574596,0.6726342710997442,0.8616794543904518,3.0,6.0,7.0,1.0,5.0,4.0,2.0
ARFF_Breast,GaussianNB,1,0.6240409207161125,0.607843137254902,0.5532821824381927,0.8009377664109122,0.2617220801364023,0.4769820971867008,0.8009377664109122,3.0,4.0,5.0,1.5,7.0,6.0,1.5
ARFF_Breast,GaussianNB,2,0.474850809889173,0.5792838874680307,0.3337595907928389,0.8644501278772379,0.4271099744245524,0.4595055413469736,0.8162830349531117,4.0,3.0,7.0,1.0,6.0,5.0,2.0
ARFF_Breast,GaussianNB,3,0.4884910485933504,0.5733162830349531,0.4109121909633418,0.878090366581415,0.4121909633418585,0.4407502131287297,0.820545609548167,4.0,3.0,7.0,1.0,6.0,5.0,2.0
ARFF_Breast,GaussianNB,4,0.4863597612958227,0.5699062233589088,0.418158567774936,0.8857630008525149,0.3930093776641091,0.5323955669224212,0.8252344416027281,5.0,3.0,6.0,1.0,7.0,4.0,2.0
ARFF_Breast,GaussianNB,5,0.4458653026427963,0.5451832907075874,0.4539641943734015,0.907075873827792,0.4701619778346121,0.5328218243819267,0.8380221653878943,7.0,3.0,6.0,1.0,5.0,4.0,2.0
ARFF_Breast,GaussianNB,10,0.4620630861040068,0.5076726342710998,0.572463768115942,0.9006820119352088,0.4398976982097187,0.545609548167093,0.8597612958226769,6.0,5.0,3.0,1.0,7.0,4.0,2.0
ARFF_Breast,GaussianNB,15,0.5272804774083547,0.489769820971867,0.5861040068201193,0.876385336743393,0.4752770673486786,0.4786871270247229,0.8746803069053708,4.0,5.0,3.0,1.0,7.0,6.0,2.0
ARFF_Breast,GaussianNB,20,0.613384484228474,0.4867860187553282,0.5839727195225917,0.8861892583120206,0.5140664961636828,0.4948849104859335,0.8755328218243819,3.0,7.0,4.0,1.0,5.0,6.0,2.0
ARFF_Breast,GaussianNB,25,0.6227621483375959,0.463768115942029,0.5643648763853367,0.8712702472293266,0.5711849957374254,0.5358056265984654,0.8627450980392156,3.0,7.0,5.0,1.0,4.0,6.0,2.0
ARFF_Breast,GaussianNB,30,0.6240409207161126,0.4486359761295823,0.5443307757885762,0.8687127024722932,0.5805626598465473,0.5498721227621484,0.860613810741688,3.0,7.0,6.0,1.0,4.0,5.0,2.0
ARFF_Breast,GaussianNB,50,0.6146632566069907,0.4748508098891731,0.5750213128729753,0.8768115942028986,0.5460358056265985,0.5703324808184144,0.8691389599317988,3.0,7.0,4.0,1.0,6.0,5.0,2.0
ARFF_Breast,GaussianNB,100,0.5993179880647912,0.479539641943734,0.4806052855924979,0.8576300085251491,0.5208866155157715,0.5739556692242114,0.8414322250639387,3.0,7.0,6.0,1.0,5.0,4.0,2.0
ARFF_Breast,SVC,1,0.5971867007672633,0.5479539641943735,0.1939471440750213,0.7178175618073317,0.449701619778346,0.3452685421994885,0.7152600170502983,3.0,4.0,7.0,1.0,5.0,6.0,2.0
ARFF_Breast,SVC,2,0.5117220801364023,0.5933503836317136,0.2902813299232736,0.8124467178175618,0.3554987212276215,0.3260869565217391,0.7446717817561808,4.0,3.0,7.0,1.0,5.0,6.0,2.0
ARFF_Breast,SVC,3,0.5417732310315431,0.5117220801364024,0.324381926683717,0.83461210571185,0.257459505541347,0.5183290707587382,0.7941176470588235,3.0,5.0,6.0,1.0,7.0,4.0,2.0
ARFF_Breast,SVC,4,0.5012787723785166,0.5592497868712702,0.5289855072463768,0.8806479113384484,0.4505541346973572,0.3461210571184996,0.8171355498721227,5.0,3.0,4.0,1.0,6.0,7.0,2.0
ARFF_Breast,SVC,5,0.4068627450980392,0.5711849957374254,0.5161977834612106,0.9075021312872976,0.1849957374254049,0.278772378516624,0.7941176470588235,5.0,3.0,4.0,1.0,7.0,6.0,2.0
ARFF_Breast,SVC,10,0.2180306905370844,0.2924126172208014,0.3589087809036658,0.8972719522591645,0.3582693947144075,0.6427962489343563,0.8576300085251493,7.0,6.0,4.0,1.0,5.0,3.0,2.0
ARFF_Breast,SVC,15,0.4833759590792838,0.459079283887468,0.5534953111679455,0.8938618925831202,0.3343989769820972,0.5462489343563512,0.870843989769821,5.0,6.0,3.0,1.0,7.0,4.0,2.0
ARFF_Breast,SVC,20,0.5997442455242966,0.3410059676044331,0.5404944586530265,0.9049445865302644,0.4910485933503836,0.5662830349531117,0.8691389599317988,3.0,7.0,5.0,1.0,6.0,4.0,2.0
ARFF_Breast,SVC,25,0.6930946291560102,0.4718670076726343,0.5008525149190111,0.9040920716112532,0.5852514919011083,0.6210571184995738,0.8657289002557546,3.0,7.0,6.0,1.0,5.0,4.0,2.0
ARFF_Breast,SVC,30,0.7250639386189259,0.3192668371696505,0.4661125319693094,0.9028132992327366,0.6240409207161124,0.5971867007672634,0.8559249786871271,3.0,7.0,6.0,1.0,4.0,5.0,2.0
ARFF_Breast,SVC,50,0.7333759590792839,0.4087809036658141,0.5801364023870419,0.9019607843137256,0.664535379369139,0.6896845694799659,0.8738277919863597,3.0,7.0,6.0,1.0,5.0,4.0,2.0
ARFF_Breast,SVC,100,0.7702472293265133,0.5396419437340153,0.2706734867860187,0.9211423699914748,0.6543052003410059,0.7084398976982098,0.8908780903665814,3.0,6.0,7.0,1.0,5.0,4.0,2.0
ARFF_CNS,LogisticRegression,1,0.5042735042735043,0.568986568986569,0.0757020757020756,0.7155067155067155,0.601953601953602,0.3321123321123321,0.7313797313797313,5.0,4.0,7.0,2.0,3.0,6.0,1.0
ARFF_CNS,LogisticRegression,2,0.5555555555555556,0.536019536019536,0.4346764346764347,0.761904761904762,0.5726495726495726,0.4688644688644688,0.772893772893773,4.0,5.0,7.0,2.0,3.0,6.0,1.0
ARFF_CNS,LogisticRegression,3,0.5677655677655677,0.5848595848595849,0.4114774114774114,0.7509157509157509,0.6007326007326008,0.4188034188034187,0.7863247863247863,5.0,4.0,7.0,2.0,3.0,6.0,1.0
ARFF_CNS,LogisticRegression,4,0.6056166056166057,0.5494505494505494,0.4505494505494505,0.7472527472527473,0.5811965811965812,0.4297924297924297,0.7863247863247863,3.0,5.0,6.0,2.0,4.0,7.0,1.0
ARFF_CNS,LogisticRegression,5,0.6068376068376068,0.6288156288156288,0.463980463980464,0.7423687423687424,0.5494505494505494,0.4835164835164835,0.7753357753357754,4.0,3.0,7.0,2.0,5.0,6.0,1.0
ARFF_CNS,LogisticRegression,10,0.6495726495726496,0.5445665445665445,0.3333333333333333,0.7765567765567766,0.5665445665445665,0.4725274725274725,0.8034188034188035,3.0,5.0,7.0,2.0,4.0,6.0,1.0
ARFF_CNS,LogisticRegression,15,0.6715506715506715,0.6947496947496947,0.3907203907203907,0.78998778998779,0.575091575091575,0.4737484737484738,0.7667887667887668,4.0,3.0,7.0,1.0,5.0,6.0,2.0
ARFF_CNS,LogisticRegression,20,0.6227106227106227,0.63003663003663,0.4615384615384615,0.7936507936507936,0.6275946275946275,0.4334554334554334,0.7997557997557998,5.0,3.0,6.0,2.0,4.0,7.0,1.0
ARFF_CNS,LogisticRegression,25,0.5641025641025641,0.5482295482295483,0.5555555555555556,0.7789987789987789,0.619047619047619,0.4212454212454212,0.8937728937728937,4.0,6.0,5.0,2.0,3.0,7.0,1.0
ARFF_CNS,LogisticRegression,30,0.5262515262515263,0.5396825396825397,0.5934065934065934,0.7582417582417583,0.575091575091575,0.4432234432234432,0.9157509157509158,6.0,5.0,3.0,2.0,4.0,7.0,1.0
ARFF_CNS,LogisticRegression,50,0.663003663003663,0.4822954822954823,0.5482295482295483,0.7313797313797313,0.4798534798534798,0.6117216117216118,0.9084249084249084,3.0,6.0,5.0,2.0,7.0,4.0,1.0
ARFF_CNS,LogisticRegression,100,0.5726495726495726,0.5482295482295482,0.5860805860805861,0.7692307692307692,0.5628815628815629,0.5067155067155067,0.8998778998778998,4.0,6.0,3.0,2.0,5.0,7.0,1.0
ARFF_CNS,RandomForestClassifier,1,0.431013431013431,0.5488400488400489,0.3656898656898657,0.6196581196581197,0.5653235653235653,0.4981684981684982,0.5531135531135531,6.0,4.0,7.0,1.0,2.0,5.0,3.0
ARFF_CNS,RandomForestClassifier,2,0.365079365079365,0.4914529914529915,0.4548229548229549,0.6727716727716728,0.6257631257631258,0.4334554334554334,0.7765567765567765,7.0,4.0,5.0,2.0,3.0,6.0,1.0
ARFF_CNS,RandomForestClassifier,3,0.4829059829059829,0.5445665445665445,0.4401709401709401,0.7905982905982907,0.5299145299145299,0.3131868131868132,0.757020757020757,5.0,3.0,6.0,1.0,4.0,7.0,2.0
ARFF_CNS,RandomForestClassifier,4,0.4432234432234432,0.5109890109890111,0.4664224664224664,0.8168498168498168,0.521978021978022,0.405982905982906,0.7832722832722832,6.0,4.0,5.0,1.0,3.0,7.0,2.0
ARFF_CNS,RandomForestClassifier,5,0.5146520146520146,0.4938949938949939,0.4792429792429792,0.771062271062271,0.489010989010989,0.4584859584859585,0.7625152625152626,3.0,4.0,6.0,1.0,5.0,7.0,2.0
ARFF_CNS,RandomForestClassifier,10,0.5286935286935287,0.4835164835164835,0.4041514041514041,0.8382173382173382,0.5763125763125764,0.5146520146520146,0.8406593406593406,4.0,6.0,7.0,2.0,3.0,5.0,1.0
ARFF_CNS,RandomForestClassifier,15,0.5940170940170939,0.5598290598290598,0.3608058608058608,0.8107448107448108,0.5427350427350428,0.5616605616605617,0.8614163614163615,3.0,5.0,7.0,2.0,6.0,4.0,1.0
ARFF_CNS,RandomForestClassifier,20,0.5494505494505495,0.5378510378510378,0.394993894993895,0.8205128205128205,0.5763125763125763,0.4505494505494505,0.8455433455433456,4.0,5.0,7.0,2.0,3.0,6.0,1.0
ARFF_CNS,RandomForestClassifier,25,0.5616605616605617,0.5622710622710622,0.6294261294261294,0.8046398046398048,0.5976800976800977,0.413919413919414,0.8693528693528694,6.0,5.0,3.0,2.0,4.0,7.0,1.0
ARFF_CNS,RandomForestClassifier,30,0.5427350427350427,0.5866910866910867,0.6715506715506716,0.8150183150183151,0.5323565323565324,0.4664224664224664,0.8687423687423688,5.0,4.0,3.0,2.0,6.0,7.0,1.0
ARFF_CNS,RandomForestClassifier,50,0.5738705738705738,0.4780219780219781,0.5525030525030525,0.7857142857142857,0.4914529914529915,0.4133089133089133,0.8467643467643466,3.0,6.0,4.0,2.0,5.0,7.0,1.0
ARFF_CNS,RandomForestClassifier,100,0.5634920634920635,0.5347985347985348,0.5268620268620269,0.8162393162393162,0.510989010989011,0.5488400488400489,0.854090354090354,3.0,5.0,6.0,2.0,7.0,4.0,1.0
ARFF_CNS,KNeighborsClassifier,1,0.5061050061050061,0.4761904761904761,0.405982905982906,0.7069597069597069,0.3876678876678877,0.4914529914529915,0.5543345543345544,3.0,5.0,6.0,1.0,7.0,4.0,2.0
ARFF_CNS,KNeighborsClassifier,2,0.4145299145299145,0.4413919413919414,0.4285714285714286,0.7234432234432235,0.5836385836385837,0.4206349206349206,0.7649572649572649,7.0,4.0,5.0,2.0,3.0,6.0,1.0
ARFF_CNS,KNeighborsClassifier,3,0.3931623931623931,0.5274725274725275,0.4017094017094017,0.731990231990232,0.5384615384615384,0.3827838827838827,0.699023199023199,6.0,4.0,5.0,1.0,3.0,7.0,2.0
ARFF_CNS,KNeighborsClassifier,4,0.4316239316239316,0.4920634920634921,0.3608058608058608,0.7619047619047619,0.5128205128205128,0.4725274725274725,0.7197802197802197,6.0,4.0,7.0,1.0,3.0,5.0,2.0
ARFF_CNS,KNeighborsClassifier,5,0.4816849816849817,0.598901098901099,0.4554334554334554,0.8284493284493284,0.5555555555555556,0.4163614163614164,0.7619047619047619,5.0,3.0,6.0,1.0,4.0,7.0,2.0
ARFF_CNS,KNeighborsClassifier,10,0.5653235653235653,0.5402930402930403,0.4072039072039072,0.7594627594627594,0.652014652014652,0.3846153846153846,0.8186813186813187,4.0,5.0,6.0,2.0,3.0,7.0,1.0
ARFF_CNS,KNeighborsClassifier,15,0.5549450549450549,0.6562881562881562,0.3516483516483517,0.8028083028083028,0.6123321123321123,0.4297924297924298,0.8632478632478633,5.0,3.0,7.0,2.0,4.0,6.0,1.0
ARFF_CNS,KNeighborsClassifier,20,0.667887667887668,0.6123321123321123,0.3827838827838828,0.8156288156288156,0.5830280830280831,0.438949938949939,0.843101343101343,3.0,4.0,7.0,2.0,5.0,6.0,1.0
ARFF_CNS,KNeighborsClassifier,25,0.6239316239316239,0.5848595848595849,0.5860805860805861,0.8266178266178266,0.6617826617826617,0.394993894993895,0.8406593406593406,4.0,6.0,5.0,2.0,3.0,7.0,1.0
ARFF_CNS,KNeighborsClassifier,30,0.6807081807081806,0.5567765567765567,0.6013431013431013,0.8345543345543345,0.6086691086691085,0.3687423687423687,0.855921855921856,3.0,6.0,5.0,2.0,4.0,7.0,1.0
ARFF_CNS,KNeighborsClassifier,50,0.5940170940170941,0.5103785103785103,0.6031746031746031,0.8449328449328449,0.6007326007326007,0.4816849816849817,0.8754578754578755,5.0,6.0,3.0,2.0,4.0,7.0,1.0
ARFF_CNS,KNeighborsClassifier,100,0.5927960927960928,0.4816849816849816,0.5793650793650793,0.8754578754578755,0.5525030525030524,0.4615384615384615,0.8852258852258852,3.0,6.0,4.0,2.0,5.0,7.0,1.0
ARFF_CNS,GaussianNB,1,0.4383394383394383,0.5592185592185592,0.1575091575091575,0.7130647130647131,0.5787545787545787,0.2417582417582418,0.7203907203907204,5.0,4.0,7.0,2.0,3.0,6.0,1.0
ARFF_CNS,GaussianNB,2,0.5213675213675214,0.5457875457875458,0.3089133089133089,0.7545787545787546,0.5970695970695971,0.3858363858363858,0.7887667887667887,5.0,4.0,7.0,2.0,3.0,6.0,1.0
ARFF_CNS,GaussianNB,3,0.5238095238095237,0.6092796092796092,0.4297924297924298,0.7912087912087913,0.6434676434676434,0.4285714285714285,0.8009768009768009,5.0,4.0,6.0,2.0,3.0,7.0,1.0
ARFF_CNS,GaussianNB,4,0.6275946275946276,0.6056166056166056,0.4676434676434676,0.7814407814407814,0.6117216117216117,0.5824175824175825,0.8131868131868132,3.0,5.0,7.0,2.0,4.0,6.0,1.0
ARFF_CNS,GaussianNB,5,0.6202686202686203,0.6251526251526252,0.4273504273504273,0.8021978021978021,0.5934065934065934,0.5384615384615384,0.8156288156288156,4.0,3.0,7.0,2.0,5.0,6.0,1.0
ARFF_CNS,GaussianNB,10,0.6312576312576312,0.5897435897435898,0.4505494505494506,0.824175824175824,0.663003663003663,0.5262515262515263,0.8449328449328449,4.0,5.0,7.0,2.0,3.0,6.0,1.0
ARFF_CNS,GaussianNB,15,0.6703296703296704,0.5873015873015872,0.4737484737484737,0.8095238095238095,0.6617826617826619,0.5311355311355311,0.8412698412698413,3.0,5.0,7.0,2.0,4.0,6.0,1.0
ARFF_CNS,GaussianNB,20,0.6361416361416361,0.5482295482295483,0.5091575091575091,0.818070818070818,0.6532356532356531,0.5018315018315018,0.8473748473748474,4.0,5.0,6.0,2.0,3.0,7.0,1.0
ARFF_CNS,GaussianNB,25,0.6324786324786326,0.5616605616605616,0.6227106227106226,0.8229548229548229,0.6642246642246642,0.5201465201465202,0.8595848595848595,4.0,6.0,5.0,2.0,3.0,7.0,1.0
ARFF_CNS,GaussianNB,30,0.6153846153846154,0.5592185592185592,0.6434676434676434,0.8046398046398046,0.673992673992674,0.5042735042735043,0.8583638583638584,5.0,6.0,4.0,2.0,3.0,7.0,1.0
ARFF_CNS,GaussianNB,50,0.5897435897435898,0.5274725274725275,0.6385836385836385,0.7863247863247864,0.6190476190476191,0.5457875457875457,0.8327228327228327,5.0,7.0,3.0,2.0,4.0,6.0,1.0
ARFF_CNS,GaussianNB,100,0.575091575091575,0.5421245421245421,0.6214896214896215,0.7777777777777778,0.5799755799755799,0.5311355311355311,0.832112332112332,5.0,6.0,3.0,2.0,4.0,7.0,1.0
ARFF_CNS,SVC,1,0.2222222222222222,0.2197802197802197,0.2783882783882784,0.6727716727716728,0.3052503052503053,0.1782661782661782,0.3956043956043956,5.0,6.0,4.0,1.0,3.0,7.0,2.0
ARFF_CNS,SVC,2,0.2026862026862026,0.3052503052503053,0.3321123321123321,0.702075702075702,0.3956043956043956,0.3785103785103785,0.735042735042735,7.0,6.0,5.0,2.0,3.0,4.0,1.0
ARFF_CNS,SVC,3,0.3174603174603174,0.1086691086691086,0.485958485958486,0.7704517704517705,0.4822954822954822,0.4590964590964591,0.7167277167277167,6.0,7.0,3.0,1.0,4.0,5.0,2.0
ARFF_CNS,SVC,4,0.0415140415140415,0.2466422466422466,0.4481074481074481,0.7496947496947497,0.3479853479853479,0.4908424908424909,0.7142857142857142,7.0,6.0,4.0,1.0,5.0,3.0,2.0
ARFF_CNS,SVC,5,0.1294261294261294,0.4688644688644688,0.4517704517704517,0.7667887667887667,0.2258852258852259,0.304029304029304,0.7130647130647131,7.0,3.0,4.0,1.0,6.0,5.0,2.0
ARFF_CNS,SVC,10,0.199023199023199,0.3785103785103785,0.5299145299145298,0.796092796092796,0.6178266178266179,0.5201465201465201,0.7960927960927962,7.0,6.0,4.0,2.0,3.0,5.0,1.0
ARFF_CNS,SVC,15,0.6495726495726495,0.5842490842490843,0.619047619047619,0.8168498168498168,0.5262515262515263,0.4017094017094017,0.8217338217338216,3.0,5.0,4.0,2.0,6.0,7.0,1.0
ARFF_CNS,SVC,20,0.5274725274725275,0.4285714285714285,0.5726495726495726,0.7948717948717949,0.5616605616605617,0.431013431013431,0.8437118437118437,5.0,7.0,3.0,2.0,4.0,6.0,1.0
ARFF_CNS,SVC,25,0.5213675213675213,0.4774114774114774,0.4749694749694749,0.8119658119658119,0.5811965811965812,0.4835164835164835,0.8571428571428571,4.0,6.0,7.0,2.0,3.0,5.0,1.0
ARFF_CNS,SVC,30,0.4346764346764347,0.2124542124542124,0.5042735042735043,0.8046398046398048,0.1428571428571428,0.4481074481074482,0.8815628815628815,5.0,6.0,3.0,2.0,7.0,4.0,1.0
ARFF_CNS,SVC,50,0.4713064713064713,0.2368742368742368,0.3919413919413919,0.8205128205128204,0.3492063492063492,0.238095238095238,0.9047619047619048,3.0,7.0,4.0,2.0,5.0,6.0,1.0
ARFF_CNS,SVC,100,0.4822954822954822,0.2905982905982905,0.2246642246642247,0.8388278388278388,0.1404151404151404,0.3858363858363858,0.8864468864468865,3.0,5.0,6.0,2.0,7.0,4.0,1.0
ARFF_Leukemia,LogisticRegression,1,0.6740425531914894,0.585531914893617,0.0689361702127659,0.964255319148936,0.4153191489361703,0.0,0.9676595744680851,3.0,4.0,6.0,2.0,5.0,7.0,1.0
ARFF_Leukemia,LogisticRegression,2,0.3736170212765957,0.5531914893617021,0.5302127659574468,0.9770212765957448,0.5327659574468085,0.563404255319149,0.9906382978723404,7.0,4.0,6.0,2.0,5.0,3.0,1.0
ARFF_Leukemia,LogisticRegression,3,0.3165957446808511,0.5310638297872341,0.5531914893617021,0.9923404255319148,0.5855319148936171,0.6272340425531915,0.9923404255319148,7.0,6.0,5.0,1.5,4.0,3.0,1.5
ARFF_Leukemia,LogisticRegression,4,0.7982978723404255,0.4978723404255319,0.5353191489361702,0.9931914893617022,0.654468085106383,0.6774468085106384,0.9965957446808512,3.0,7.0,6.0,2.0,5.0,4.0,1.0
ARFF_Leukemia,LogisticRegression,5,0.8127659574468085,0.596595744680851,0.4995744680851063,0.9965957446808512,0.6289361702127659,0.6595744680851063,0.9965957446808512,3.0,6.0,7.0,1.5,5.0,4.0,1.5
